project_id,wbs_code,wbs_name,total_activities,bl_project_duration,remaining_duration,total_float,bl_project_start,bl_project_finish,actual_start,actual_finish,schedule_%_complete,performance_%_complete,budget_at_completion,earned_value_cost,planned_value_cost
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP,Superstructure,39,121,13,205,5-Jan-26,7-Jun-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.GF,Ground Floor,4,19,13,-42,5-Jan-26,28-Jan-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.1stF,1st Floor,4,19,13,-19,17-Jan-26,8-Feb-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.2ndF,2nd Floor,4,19,13,15,1-Feb-26,22-Feb-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.3rdF,3rd Floor,4,19,13,49,15-Feb-26,8-Mar-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.4thF,4th Floor,4,19,13,81,1-Mar-26,26-Mar-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.5thF,5th Floor,4,19,13,113,25-Mar-26,16-Apr-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.6thF,6th Floor,4,19,13,140,9-Apr-26,2-May-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.7thF,7th Floor,4,19,13,165,26-Apr-26,17-May-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.8thF,8th Floor,4,19,13,189,10-May-26,4-Jun-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.EN.2.A.P01.B04.SUP.RF,Roof Floor,3,16,13,205,16-May-26,7-Jun-26,1-Feb-26,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P,Procurement,54,493,245,228,11-Sep-25,16-Jan-27,11-Sep-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.MS,Material Submittal,14,38,0,,11-Sep-25,26-Oct-25,11-Sep-25,26-Oct-25,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.MS.SS,Sample Submittal,7,28,0,,11-Sep-25,14-Oct-25,11-Sep-25,14-Oct-25,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.MS.SA,Sample Approval,7,20,0,,2-Oct-25,26-Oct-25,2-Oct-25,26-Oct-25,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.PC,Procurement Cycle,40,456,245,228,18-Oct-25,16-Jan-27,27-Sep-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.PC.PO,Create POs,20,335,161,144,18-Oct-25,29-Nov-26,27-Sep-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.PC.PO.1,POs for Rebar,14,334,161,45,19-Oct-25,29-Nov-26,27-Sep-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.PC.DS,Delivery to Site,20,453,245,228,21-Oct-25,16-Jan-27,16-Oct-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.P.PC.DS.DR,Delivery for Rebar,14,441,245,27,2-Nov-25,16-Jan-27,28-Oct-25,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON,Construction,522,505,445,28,25-Oct-25,13-Mar-27,5-Oct-25,,0.6916,0.3105,367286025,114050908.4,254009356.2
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.EW,Earth Works,8,55,0,,3-Nov-25,5-Jan-26,10-Oct-25,3-Dec-25,1,1,7596000,7596000,7596000
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.EW.B01,B01,2,18,0,,3-Nov-25,23-Nov-25,30-Oct-25,29-Nov-25,1,1,2643783.88,2643783.88,2643783.88
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.EW.B02,B02,2,23,0,,12-Nov-25,8-Dec-25,30-Oct-25,29-Nov-25,1,1,1409334.54,1409334.54,1409334.54
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.EW.B03,B03,2,23,0,,29-Nov-25,24-Dec-25,10-Oct-25,3-Dec-25,1,1,1528768.92,1528768.92,1528768.92
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.EW.B04,B04,2,9,0,,27-Dec-25,5-Jan-26,10-Oct-25,3-Dec-25,1,1,2014112.66,2014112.66,2014112.66
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02,Part 02,246,473,445,28,26-Nov-25,13-Mar-27,26-Nov-25,,0.6586,0.2915,174864941.9,50978599.75,115165246.2
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01,B01,145,473,445,-130,26-Nov-25,13-Mar-27,26-Nov-25,,0.6669,0.2793,118088212.4,32977443.94,78754236.56
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUB,Substructure,52,189,164,151,26-Nov-25,2-Jun-26,26-Nov-25,,0.9662,0.4472,73746463.03,32977443.94,71252718.84
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUB.F,Footing,13,35,54,174,26-Nov-25,30-Dec-25,26-Nov-25,,1,0.9724,33912970.47,32977443.94,33912970.47
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUB.2ndB,Basement 2,23,160,161,151,25-Dec-25,2-Jun-26,,,0.8887,0,22399322.42,0,19905578.23
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUB.2ndB.SOG,S.O.G,7,49,46,151,15-Apr-26,2-Jun-26,,,0.5326,0,5335552.16,0,2841807.96
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUB.1stB,Basement 1,16,58,56,-148,9-Feb-26,7-Apr-26,,,1,0,17434170.14,0,17434170.14
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP,Superstructure,93,357,354,-144,22-Mar-26,13-Mar-27,,,0.1692,0,44341749.33,0,7501517.72
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.GF,GR Floor,12,55,57,-148,22-Mar-26,15-May-26,,,1,0,6200342.12,0,6200342.12
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.1stF,1st Floor,9,58,55,-140,29-Apr-26,25-Jun-26,,,0.2376,0,5475294.68,0,1301175.6
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.2ndF,2nd Floor,9,48,47,-136,14-Jun-26,31-Jul-26,,,0,0,5453782.95,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.3rdF,3rd Floor,9,52,53,-138,20-Jul-26,9-Sep-26,,,0,0,4442127.13,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.4thF,4th Floor,9,54,55,-139,30-Aug-26,22-Oct-26,,,0,0,4444864.57,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.5thF,5th Floor,9,47,51,-142,11-Oct-26,26-Nov-26,,,0,0,4441284.84,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.6thF,6th Floor,9,48,49,-144,14-Nov-26,31-Dec-26,,,0,0,4439666.09,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.7thF,7th Floor,9,46,46,-144,19-Dec-26,2-Feb-27,,,0,0,4441342.59,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.8thF,8th Floor,9,43,42,-144,20-Jan-27,3-Mar-27,,,0,0,4287130.76,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B01.SUP.RF,Roof Floor,9,21,21,-144,21-Feb-27,13-Mar-27,,,0,0,715913.59,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02,B02,101,451,396,75,9-Dec-25,4-Mar-27,27-Nov-25,,0.6413,0.3171,56776729.54,18001155.81,36411009.65
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUB,Substructure,44,194,178,293,9-Dec-25,20-Jun-26,27-Nov-25,,0.9286,0.5439,33097067.48,18001155.81,30733193.66
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUB.F,Footing,13,34,5,419,9-Dec-25,11-Jan-26,27-Nov-25,,1,0.9746,16865555.93,16437678.31,16865555.93
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUB.2ndB,Basement 2,19,167,178,135,5-Jan-26,20-Jun-26,19-Apr-26,,0.7446,0.1689,9256007.18,1563477.5,6892133.35
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUB.2ndB.1,S.O.G,7,59,54,135,23-Apr-26,20-Jun-26,,,0.1552,0,2798310.69,0,434436.87
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUB.1stB,Basement 1,12,57,55,-112,15-Feb-26,12-Apr-26,,,1,0,6975504.38,0,6975504.38
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP,Superstructure,57,340,335,-83,30-Mar-26,4-Mar-27,,,0.2398,0,23679662.06,0,5677816
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.GF,GR Floor,12,65,62,-76,30-Mar-26,2-Jun-26,,,1,0,5677816,0,5677816
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.1stF,1st Floor,9,58,57,-72,1-Jun-26,28-Jul-26,,,0,0,4661114.61,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.2ndF,2nd Floor,9,62,61,-73,28-Jul-26,27-Sep-26,,,0,0,4624060.77,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.3rdF,3rd Floor,9,61,65,-76,28-Sep-26,27-Nov-26,,,0,0,4120387.11,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.4thF,4th Floor,9,61,59,-72,29-Nov-26,28-Jan-27,,,0,0,4155415.18,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P02.B02.SUP.RF,Roof Floor,9,36,35,-83,28-Jan-27,4-Mar-27,,,0,0,440868.4,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01,Part 01,268,505,430,-115,25-Oct-25,13-Mar-27,5-Oct-25,,0.7101,0.3002,184825083.1,55476308.59,131248110
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04,B04,167,505,430,-115,25-Oct-25,13-Mar-27,5-Oct-25,,0.7189,0.2598,122501879.9,31821823.82,88065415.36
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB,Substructure,74,194,110,205,25-Oct-25,6-May-26,5-Oct-25,,1,0.3921,81153001.47,31821823.82,81153001.47
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB.1,Footing,13,33,56,196,6-Jan-26,7-Feb-26,1-Dec-25,,1,0.6652,30841796.03,20515451.98,30841796.03
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB.3,Basement 2,45,194,110,205,25-Oct-25,6-May-26,5-Oct-25,,1,0.3448,32788559.73,11306371.84,32788559.73
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB.3.2,Water Tank,22,115,33,-103,25-Oct-25,16-Feb-26,5-Oct-25,,1,0.8604,13140453.7,11306371.84,13140453.7
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB.3.1,S.O.G,7,40,40,205,28-Mar-26,6-May-26,,,1,0,2633260.87,0,2633260.87
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUB.2,Basement 1,16,51,46,-113,10-Mar-26,29-Apr-26,,,1,0,17522645.7,0,17522645.7
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP,Superstructure,93,333,350,-129,15-Apr-26,13-Mar-27,,,0.1672,0,41348878.45,0,6912413.89
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.GF,GR Floor,12,40,41,-104,15-Apr-26,24-May-26,,,1,0,6912413.89,0,6912413.89
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.1stF,1st Floor,9,53,49,-119,16-May-26,7-Jul-26,,,0,0,5305427.87,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.2ndF,2nd Floor,9,52,50,-118,27-Jun-26,17-Aug-26,,,0,0,5183397.49,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.3rdF,3rd Floor,9,51,52,-122,8-Aug-26,27-Sep-26,,,0,0,3878960.56,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.4thF,4th Floor,9,50,50,-120,15-Sep-26,3-Nov-26,,,0,0,3874303.58,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.5thF,5th Floor,9,45,48,-126,25-Oct-26,8-Dec-26,,,0,0,3874998.98,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.6thF,6th Floor,9,39,40,-127,29-Nov-26,6-Jan-27,,,0,0,3876436.07,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.7thF,7th Floor,9,40,38,-126,28-Dec-26,5-Feb-27,,,0,0,3899091.85,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.8thF,8th Floor,9,36,35,-128,27-Jan-27,3-Mar-27,,,0,0,3811552.6,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B04.SUP.RF,Roof Floor,9,20,20,-129,22-Feb-27,13-Mar-27,,,0,0,732295.57,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03,B03,101,444,414,-99,25-Dec-25,13-Mar-27,1-Dec-25,,0.6929,0.3795,62323203.19,23654484.78,43182694.61
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUB,Substructure,44,120,96,219,25-Dec-25,23-Apr-26,1-Dec-25,,1,0.6222,38018490.45,23654484.78,38018490.45
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUB.F,Footing,13,38,57,183,25-Dec-25,31-Jan-26,1-Dec-25,,1,0.9749,20706874.01,20187996,20706874.01
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUB.2ndB,Basement 2,19,92,87,219,22-Jan-26,23-Apr-26,15-Feb-26,,1,0.3639,9525721.7,3466488.78,9525721.7
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUB.2ndB.SOG,S.O.G,7,44,39,219,11-Mar-26,23-Apr-26,,,1,0,1413696.28,0,1413696.28
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUB.1stB,Basement 1,12,53,55,-106,1-Mar-26,22-Apr-26,,,1,0,7785894.74,0,7785894.74
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP,Superstructure,57,334,335,-99,14-Apr-26,13-Mar-27,,,0.2125,0,24304712.74,0,5164204.16
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.GF,GR Floor,12,43,44,-82,14-Apr-26,26-May-26,,,1,0,5164204.16,0,5164204.16
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.1stF,1st Floor,9,65,64,-85,2-Jun-26,5-Aug-26,,,0,0,4672025.8,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.2ndF,2nd Floor,9,65,65,-89,8-Aug-26,11-Oct-26,,,0,0,4678514,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.3rdF,3rd Floor,9,62,66,-91,11-Oct-26,11-Dec-26,,,0,0,4656462.51,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.4thF,4th Floor,9,61,59,-96,13-Dec-26,11-Feb-27,,,0,0,4504540.48,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.CON.P01.B03.SUP.RF,Roof Floor,9,29,29,-99,13-Feb-27,13-Mar-27,,,0,0,628965.79,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO,Handover,392,512,473,-144,15-Nov-25,10-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1,As-built,386,415,385,-120,15-Nov-25,5-Apr-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S,Submittal,193,409,379,-116,15-Nov-25,29-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02,Part 02,94,401,379,-120,24-Nov-25,29-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01,B01,56,401,379,-120,24-Nov-25,29-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB,Substructre,17,171,150,109,24-Nov-25,23-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB.1,Replacement,1,18,18,241,24-Nov-25,14-Dec-25,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB.F,Footing,4,38,18,241,29-Nov-25,12-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB.2ndB,Basement 2,7,124,127,109,19-Jan-26,23-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB.2ndB.SOG,S.O.G,2,22,22,109,25-May-26,23-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUB.1stB,Basement 1,5,33,33,168,1-Mar-26,12-Apr-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP,Superstructure,39,292,293,-120,7-Apr-26,29-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.GF,Ground Floor,4,36,36,137,7-Apr-26,19-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.1stF,1st Floor,4,37,37,102,17-May-26,4-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.2ndF,2nd Floor,4,33,33,72,1-Jul-26,9-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.3rdF,3rd Floor,4,35,35,39,8-Aug-26,17-Sep-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.4thF,4th Floor,4,37,37,4,16-Sep-26,29-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.5thF,5th Floor,4,33,33,-26,27-Oct-26,3-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.6thF,6th Floor,4,33,33,-56,1-Dec-26,9-Jan-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.7thF,7th Floor,4,32,32,-83,3-Jan-27,10-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.8thF,8th Floor,4,30,30,-107,4-Feb-27,14-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B01.SUP.RF,Roof Floor,3,24,23,-120,27-Feb-27,29-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02,B02,38,377,336,-77,9-Dec-25,16-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB,Substructre,15,173,165,94,9-Dec-25,12-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB.1,Replacement,1,18,18,241,9-Dec-25,29-Dec-25,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB.F,Footing,4,42,58,201,11-Dec-25,31-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB.2ndB,Basement 2,6,133,163,94,27-Jan-26,12-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB.2ndB.2,S.O.G,2,18,18,94,21-Jun-26,12-Jul-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUB.1stB,Basement 1,4,32,32,195,5-Mar-26,16-Apr-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP,Superstructure,23,272,271,-77,19-Apr-26,16-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.GF,Ground Floor,4,38,39,155,19-Apr-26,6-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.1stF,1st Floor,4,37,37,105,22-Jun-26,5-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.2ndF,2nd Floor,4,40,40,53,19-Aug-26,5-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.3rdF,3rd Floor,4,40,40,2,21-Oct-26,6-Dec-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.4thF,4th Floor,4,39,39,-46,21-Dec-26,6-Feb-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P02.B02.SUP.RF,Roof Floor,3,28,28,-77,9-Feb-27,16-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01,Part 01,99,407,359,-96,15-Nov-25,27-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03,B03,38,372,351,-92,25-Dec-25,27-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB,Substructre,15,114,95,164,25-Dec-25,14-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB.1,Replacement,1,18,18,241,25-Dec-25,15-Jan-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB.F,Footing,4,42,58,201,28-Dec-25,16-Feb-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB.2ndB,Basement 2,6,74,92,164,12-Feb-26,14-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB.2ndB.1,S.O.G,2,22,22,164,20-Apr-26,14-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUB.1stB,Basement 1,4,32,32,182,25-Mar-26,2-May-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP,Superstructure,23,273,277,-92,28-Apr-26,27-Mar-27,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.GF,Ground Floor,4,28,28,157,28-Apr-26,3-Jun-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.1stF,1st Floor,4,40,40,94,27-Jun-26,13-Aug-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.2ndF,2nd Floor,4,40,40,39,2-Sep-26,19-Oct-26,,,0,0,0,0,0
The Big -P.01-UP-20-April-26,The Big - P.01 - UP-20-April-26.HO.1.S.P01.B03.SUP.3rdF,3rd Floor,4,40,40,-14,4-Nov-26,20-Dec-26,,,0,0,0,0,0
